,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen
158,0,0,0,1,10,0,0,0,0,eurorack,eurorack modulos ,Barcelona,2024/05/24,2024/11/18,2024/5/26,180
159,0,0,0,1,190,0,0,0,0,studio,teclado maestro studio logic vmk-i88 plus ,Madrid,2024/05/19,2024/11/12,2024/5/26,112
160,0,0,1,0,550,0,0,0,0,kawai,o piano kawai mp5 ,Barcelona,2024/05/23,2024/11/17,2024/5/26,99
161,0,0,0,1,1899,0,0,0,0,modular,sintetizador modular endorphines shuttle system eurorack a estrenar ,Madrid,2023/02/20,2024/06/22,2024/5/26,3322
162,0,0,0,1,750,0,0,0,0,korg,korg m 50 88 teclas ,Madrid,2022/12/30,2024/11/20,2024/5/26,4220
163,0,0,0,1,45,0,0,0,0,boss,boss fc-50 midi foot controller controlador midi múltiple de pie ,Alicante,2024/04/21,2024/11/15,2024/5/26,244
164,0,0,0,1,110,0,0,0,0,nektar,nektar impakt lx 61 teclado midi controladora ,Barcelona,2024/04/11,2024/10/25,2024/5/26,176
165,0,0,0,1,80,0,0,0,0,korg,korg exb-pcm01 pianos classic keyboards para triton karma ,Alicante,2024/05/05,2024/11/15,2024/5/26,141
166,0,0,0,1,800,0,0,0,0,akai,akai s-950 s950 sampler ,Madrid,2024/05/19,2024/11/16,2024/5/26,138
167,0,0,0,1,125,0,0,0,0,korg,korg exb-pcm05 vintage arhives para triton karma + floppy + cd-rom ,Alicante,2024/05/05,2024/11/15,2024/5/26,153
168,0,0,0,1,950,0,0,0,0,oberheim,oberheim matrix 1000 ,Valencia,2024/02/06,2024/11/19,2024/5/26,913
169,0,0,0,1,3,0,0,0,0,pittsburgh modular ,taiga ,S.C. de Tenerife, ,2024/11/12,2024/5/26,182
170,0,0,0,1,180,0,0,0,0,elektron,"estuche doble a medida elektron syntakt , digitakt,digitone,etc ",Madrid,2023/06/18,2024/11/19,2024/5/26,3391
171,0,0,0,1,380,0,0,0,0,waldorf,waldorf blofeld black ,Madrid,2024/05/24,2024/11/18,2024/5/26,80
172,0,0,0,1,500,0,0,0,0,roland,roland verselab mv1 ,Barcelona,2024/05/24,2024/11/17,2024/5/26,46
173,0,0,0,1,75,0,0,0,0,-,cdrom scsi rw externo ,Sevilla,2024/05/23,2024/11/17,2024/5/26,67
174,0,0,0,1,255,0,0,0,0,mutable,mutable instruments warp ,Barcelona,2024/05/21,2024/11/15,2024/5/26,64
175,0,0,0,1,60,0,0,0,0,eowave,vco eowave titan ,Madrid,2024/04/04,2024/11/16,2024/5/26,228
176,0,0,0,1,2000,0,0,0,0,ensoniq,ensoniq fizmo keyboard ,Barcelona,2024/03/31,2024/11/20,2024/5/26,360
177,0,0,0,1,1500,0,0,0,0,hammond,organo hammond e-100 ,Sevilla,2023/08/09,2024/11/18,2024/5/26,1258
178,0,0,0,1,135,0,0,0,0,modular,2 buses y fuente para modular befaco regalo la caja ,Barcelona,2019/02/09,2024/11/18,2024/5/26,7168
179,0,1,0,0,0,0,0,0,0,korg,korg 01 wfd ,Madrid,2024/05/12,2024/11/14,2024/5/26,102
180,0,0,0,1,150,0,0,0,0,korg,korg monologue en perfecto estado ,Valencia,2024/05/26,2024/11/19,2024/5/26,70
181,0,0,1,0,0,0,0,0,0,elektron,lxr 02 y elektron analog heath mk1 ,Madrid,2024/04/23,2024/11/17,2024/5/26,250
182,0,0,0,1,210,0,0,0,0,roland,roland u-220 con tarjeta expansión orchestral strings ,Araba,2023/12/17,2024/11/14,2024/5/26,1863
183,0,0,0,1,900,0,0,0,0,korg,korg sigma ,Madrid,2024/05/19,2024/11/16,2024/5/26,192
184,0,0,0,1,900,0,0,0,0,nord lead ,4 oferta hasta fin de mes ,Madrid,2023/10/10,2024/10/04,2024/5/26,836
185,0,0,0,1,2000,0,0,0,0,yamaha,yamaha motif es6 + 3x plg150 ,Madrid,2024/02/17,2024/06/22,2024/5/26,880
186,0,0,0,1,1030,0,0,0,0,yamaha,yamaha modx8 + funda original ,Baleares,2024/03/14,2024/11/16,2024/5/26,369
187,0,0,0,1,500,0,0,0,0,nord rack ,2 ,Madrid,2024/05/22,2024/07/19,2024/5/26,103
188,0,0,0,1,4200,0,0,0,0,-,nord c2d organ ,Madrid,2024/05/23,2024/11/17,2024/5/26,100
189,0,0,0,1,270,0,0,0,0,akai,sampler akai cd3000xl ,Sevilla,2024/05/23,2024/11/17,2024/5/26,117
190,0,0,0,1,400,0,0,0,0,mordax,mordax data ,Madrid,2024/05/12,2024/06/19,2024/5/26,176
191,0,0,0,1,499,0,0,0,0,modal,modal argon8 ,Bizkaia,2021/03/29,2024/11/17,2024/5/26,7730
192,0,0,0,1,95,0,0,0,0,akai,akai mpd226 ,Málaga,2024/05/12,2024/11/15,2024/5/26,223
193,0,0,0,1,450,0,0,0,0,-,hydrasynth explorer ,Valencia,2024/05/20,2024/11/17,2024/5/26,193
194,0,0,0,1,80,0,0,0,0,-,teclado ni komplet m32 ,Girona,2024/05/21,2024/11/15,2024/5/26,72
195,0,0,0,1,380,0,0,0,0,instruments,instruments pioneer toraiz as-1 ,Madrid,2024/05/22,2024/06/22,2024/5/26,122
196,0,0,0,1,120,0,0,0,0,kurzweil,superrribon kurzweil ,Pontevedra,2024/05/22,2024/11/16,2024/5/26,102
197,0,1,0,0,0,0,0,0,0,volca,cables volca modular ,Jaén,2024/05/25,2024/11/18,2024/5/26,28
198,0,0,0,1,100,0,0,0,0,maschine,maschine mk i ,Valencia,2020/04/26,2024/06/17,2024/5/26,5624
199,0,0,0,1,2800,0,0,0,0,yamaha,yamaha genos ,Murcia,2024/05/26,2024/11/19,2024/5/26,36
200,0,0,0,1,700,0,0,0,0,moog,moog realisitic mg-1 - restaurado y con modificaciones ,Toledo,2024/03/18,2024/09/28,2024/5/26,1094
201,0,0,0,1,99,0,0,0,0,midi,controlador midi m-audio oxygen 61 ,Pontevedra,2024/05/05,2024/11/07,2024/5/26,213
